epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
257,3124.86,0.7273,0.97528,0.43391,0.8478,0.89166,0.8914,0.90894,0.7564,0.87652,0.87413,0.89205,0.64215,0.8908,1.40608,0.57754,0.99722,0.00124452,0.00124452,0.00124452
258,3136.86,0.72052,0.95376,0.42186,0.8428,0.89391,0.88629,0.90531,0.75588,0.87914,0.8704,0.89024,0.64748,0.86922,1.39813,0.56408,0.99797,0.00124287,0.00124287,0.00124287
259,3149.09,0.75744,1.00217,0.44518,0.85009,0.91866,0.85487,0.92437,0.75881,0.914,0.82664,0.90075,0.6081,0.93567,1.44342,0.59865,1.0066,0.00124121,0.00124121,0.00124121
260,3161.21,0.74893,0.99759,0.456,0.84936,0.90742,0.80649,0.89959,0.74383,0.90955,0.78911,0.88516,0.63602,0.87125,1.42041,0.57737,0.99068,0.00123956,0.00123956,0.00123956
261,3173.45,0.74143,0.98853,0.44621,0.849,0.82878,0.8913,0.89886,0.7422,0.81418,0.87283,0.88339,0.64052,0.8878,1.42672,0.58067,0.99728,0.00123791,0.00123791,0.00123791
262,3185.54,0.74773,0.99751,0.44263,0.84722,0.87879,0.85318,0.89903,0.73331,0.87415,0.8309,0.88089,0.6264,0.90234,1.43546,0.58655,1.00544,0.00123626,0.00123626,0.00123626
263,3197.7,0.72324,0.97597,0.43404,0.84826,0.92999,0.80587,0.86798,0.72791,0.91643,0.79095,0.84898,0.62716,0.88616,1.38775,0.58167,0.99305,0.00123461,0.00123461,0.00123461
264,3209.57,0.68841,0.93313,0.41215,0.84081,0.91421,0.82159,0.90201,0.75821,0.89977,0.80533,0.88313,0.6418,0.8768,1.38108,0.57976,0.9898,0.00123296,0.00123296,0.00123296
265,3221.57,0.73315,0.98401,0.43242,0.85002,0.9211,0.85921,0.90153,0.76911,0.90851,0.84543,0.88283,0.62932,0.88796,1.41613,0.57159,0.99566,0.00123131,0.00123131,0.00123131
266,3233.7,0.70738,0.94526,0.41126,0.84465,0.92667,0.86451,0.90228,0.75407,0.91495,0.84877,0.88532,0.65756,0.87439,1.45178,0.56686,0.99831,0.00122966,0.00122966,0.00122966
267,3245.58,0.74474,0.99741,0.432,0.85288,0.92854,0.86009,0.90425,0.75762,0.91437,0.84423,0.88654,0.6403,0.87979,1.45479,0.58206,0.99901,0.00122801,0.00122801,0.00122801
268,3257.49,0.74,0.97674,0.4352,0.84839,0.8597,0.88451,0.89797,0.75682,0.84404,0.86711,0.88009,0.64804,0.86883,1.397,0.56942,0.98908,0.00122636,0.00122636,0.00122636
269,3269.67,0.71066,0.94671,0.41809,0.84692,0.8795,0.85759,0.89148,0.75704,0.8645,0.84234,0.87419,0.62217,0.88499,1.43898,0.5809,0.99958,0.00122471,0.00122471,0.00122471
270,3281.64,0.7288,0.9488,0.42257,0.84434,0.81401,0.89099,0.8975,0.75688,0.79728,0.87235,0.87982,0.64455,0.87705,1.41416,0.56881,0.99326,0.00122306,0.00122306,0.00122306
271,3293.77,0.71902,0.94628,0.41995,0.84546,0.93278,0.85176,0.9033,0.76177,0.92633,0.83374,0.88613,0.6408,0.86621,1.42345,0.56946,0.98508,0.00122141,0.00122141,0.00122141
272,3305.84,0.72169,0.94364,0.41309,0.83876,0.92779,0.84856,0.90548,0.76016,0.92675,0.82695,0.88717,0.66708,0.86681,1.4025,0.57194,0.98995,0.00121976,0.00121976,0.00121976
273,3318.29,0.7273,0.96431,0.42195,0.84891,0.88548,0.85073,0.90372,0.75047,0.92532,0.7982,0.88466,0.6371,0.89005,1.40911,0.57593,0.99842,0.00121811,0.00121811,0.00121811
274,3330.56,0.68953,0.93395,0.40523,0.8371,0.91238,0.84307,0.90279,0.75678,0.91072,0.82495,0.88527,0.63094,0.87674,1.4311,0.56516,1.00012,0.00121646,0.00121646,0.00121646
275,3342.46,0.68781,0.89887,0.40103,0.83469,0.93647,0.85025,0.90614,0.76268,0.92465,0.83747,0.88822,0.64199,0.87072,1.40903,0.56772,0.99134,0.00121481,0.00121481,0.00121481
276,3354.49,0.68757,0.93242,0.40788,0.84238,0.91135,0.87561,0.90706,0.76289,0.89482,0.85514,0.88607,0.64854,0.87822,1.39711,0.56631,0.99749,0.00121316,0.00121316,0.00121316
277,3366.51,0.71773,0.97001,0.44129,0.84656,0.88874,0.82075,0.89492,0.74887,0.87469,0.80497,0.8754,0.62799,0.89685,1.4449,0.59226,1.00494,0.00121151,0.00121151,0.00121151
278,3378.76,0.70718,0.96219,0.43234,0.84767,0.8132,0.84421,0.88262,0.72706,0.80013,0.83161,0.86558,0.60568,0.90162,1.48829,0.58802,1.01902,0.00120986,0.00120986,0.00120986
279,3390.64,0.72175,0.95711,0.42983,0.84127,0.85417,0.83081,0.89,0.73227,0.84409,0.81456,0.8713,0.61964,0.88901,1.42077,0.58246,1.00487,0.00120821,0.00120821,0.00120821
280,3402.68,0.69924,0.92913,0.41567,0.84026,0.81739,0.88531,0.89292,0.73392,0.79958,0.86605,0.87366,0.62314,0.8822,1.41158,0.57122,1.00497,0.00120656,0.00120656,0.00120656
281,3414.76,0.72906,0.96271,0.43196,0.84574,0.92852,0.85895,0.90433,0.76387,0.91266,0.84324,0.88532,0.62653,0.8722,1.40457,0.56588,0.99537,0.00120491,0.00120491,0.00120491
282,3426.76,0.69614,0.92604,0.4094,0.84447,0.88017,0.86827,0.89581,0.74817,0.8674,0.85436,0.87963,0.62023,0.88246,1.39431,0.57077,0.98804,0.00120326,0.00120326,0.00120326
283,3438.97,0.71303,0.93757,0.41366,0.84569,0.92738,0.85901,0.90537,0.77172,0.9132,0.84409,0.88702,0.63906,0.87065,1.38616,0.57583,0.9819,0.00120161,0.00120161,0.00120161
284,3451.01,0.71876,0.94602,0.42283,0.83918,0.87291,0.87137,0.89093,0.75117,0.8601,0.85629,0.87463,0.62829,0.8859,1.43273,0.58706,0.98886,0.00119996,0.00119996,0.00119996
285,3462.88,0.67763,0.91283,0.41305,0.83993,0.92494,0.86467,0.90019,0.75412,0.90982,0.84865,0.88245,0.63742,0.87095,1.40881,0.57631,0.99133,0.00119831,0.00119831,0.00119831
286,3475.06,0.68536,0.90951,0.40261,0.83527,0.90248,0.84077,0.86251,0.72664,0.8855,0.81881,0.8431,0.59818,0.88983,1.45811,0.58479,0.99541,0.00119666,0.00119666,0.00119666
287,3487.1,0.72002,0.94882,0.41801,0.84302,0.93703,0.80555,0.895,0.75209,0.92691,0.79329,0.87949,0.64158,0.86817,1.40362,0.57599,0.99253,0.00119501,0.00119501,0.00119501
288,3499.04,0.70455,0.91765,0.41435,0.83731,0.87179,0.86867,0.90387,0.7642,0.85845,0.85309,0.88723,0.63248,0.89335,1.41986,0.59335,0.99739,0.00119336,0.00119336,0.00119336
289,3511.2,0.71373,0.94285,0.42068,0.84503,0.92906,0.78268,0.90075,0.75308,0.92651,0.76584,0.88347,0.63991,0.86967,1.4097,0.57642,0.99177,0.0011917,0.0011917,0.0011917
290,3523.17,0.72254,0.95945,0.41885,0.84006,0.87406,0.86889,0.89444,0.73479,0.85833,0.85353,0.87689,0.60922,0.88318,1.42939,0.57501,0.99299,0.00119005,0.00119005,0.00119005
291,3535.19,0.67061,0.91383,0.39421,0.84213,0.89739,0.83468,0.86936,0.73294,0.87969,0.81515,0.85108,0.62012,0.86585,1.4059,0.5594,0.98823,0.0011884,0.0011884,0.0011884
292,3547.08,0.69419,0.93117,0.41106,0.84947,0.82014,0.88699,0.90061,0.75686,0.80477,0.86817,0.88433,0.62559,0.87394,1.42906,0.56091,0.99509,0.00118675,0.00118675,0.00118675
293,3559.04,0.67273,0.90401,0.39874,0.83834,0.84037,0.89383,0.89012,0.75018,0.82519,0.8709,0.87226,0.62127,0.87693,1.40895,0.58018,0.99037,0.0011851,0.0011851,0.0011851
294,3571.08,0.70535,0.93081,0.4086,0.83833,0.88003,0.80914,0.88896,0.73755,0.86312,0.79361,0.86882,0.60904,0.88385,1.41617,0.57504,0.99998,0.00118345,0.00118345,0.00118345
295,3583.05,0.68972,0.92954,0.40285,0.84289,0.88694,0.85619,0.90073,0.74642,0.87348,0.84162,0.8849,0.63207,0.87752,1.43956,0.57002,0.99947,0.0011818,0.0011818,0.0011818
296,3595.11,0.6994,0.91649,0.40564,0.83655,0.83161,0.89888,0.89875,0.75819,0.817,0.88157,0.88295,0.6392,0.86733,1.45008,0.57333,0.99274,0.00118015,0.00118015,0.00118015
297,3607.16,0.68861,0.89926,0.40315,0.83285,0.92715,0.86827,0.90531,0.75627,0.91135,0.85098,0.88771,0.62709,0.88109,1.41684,0.56813,1.00152,0.0011785,0.0011785,0.0011785
298,3619.33,0.70527,0.91632,0.40555,0.83667,0.92744,0.85336,0.90358,0.75816,0.92115,0.8379,0.88894,0.63699,0.87919,1.43679,0.57422,0.99608,0.00117685,0.00117685,0.00117685
299,3631.51,0.68466,0.90243,0.39766,0.83309,0.85701,0.88673,0.89205,0.75184,0.84381,0.87075,0.8767,0.60878,0.8581,1.42216,0.56422,0.98961,0.0011752,0.0011752,0.0011752
300,3643.64,0.70467,0.9327,0.40587,0.83871,0.84244,0.88889,0.89245,0.74484,0.82687,0.87036,0.87626,0.63514,0.85921,1.41635,0.57137,0.98627,0.00117355,0.00117355,0.00117355
301,3655.68,0.709,0.9324,0.40489,0.83953,0.91649,0.85522,0.9026,0.76079,0.90857,0.83957,0.88702,0.65034,0.86696,1.41565,0.57143,0.9907,0.0011719,0.0011719,0.0011719
302,3667.66,0.68544,0.88234,0.39102,0.83817,0.91417,0.83267,0.90284,0.76048,0.91829,0.81591,0.88918,0.66006,0.86132,1.42735,0.5733,0.99082,0.00117025,0.00117025,0.00117025
303,3679.58,0.69872,0.92262,0.39996,0.83842,0.93274,0.7858,0.89523,0.74381,0.92405,0.7747,0.87713,0.63866,0.87044,1.42924,0.5748,0.98875,0.0011686,0.0011686,0.0011686
304,3691.7,0.69947,0.91001,0.4103,0.83042,0.8765,0.77994,0.88504,0.73898,0.8711,0.76547,0.86581,0.6293,0.86922,1.43688,0.56637,0.99491,0.00116695,0.00116695,0.00116695
305,3703.55,0.70304,0.93132,0.40862,0.84457,0.92684,0.78218,0.8928,0.75579,0.92505,0.76809,0.87701,0.64163,0.86741,1.4393,0.57502,0.99538,0.0011653,0.0011653,0.0011653
306,3715.67,0.67495,0.89234,0.39107,0.83658,0.89848,0.79637,0.89981,0.75348,0.89307,0.77426,0.8786,0.63269,0.88823,1.42646,0.57612,0.9943,0.00116365,0.00116365,0.00116365
307,3727.63,0.69793,0.90684,0.39787,0.83393,0.85113,0.8405,0.89742,0.75694,0.8443,0.82365,0.87926,0.64303,0.86839,1.45113,0.56835,0.99521,0.001162,0.001162,0.001162
308,3739.87,0.71681,0.91962,0.40271,0.84904,0.94762,0.82983,0.90537,0.76844,0.94098,0.81944,0.88959,0.64235,0.8766,1.45397,0.56692,0.99731,0.00116035,0.00116035,0.00116035
309,3752.08,0.73723,0.92872,0.41248,0.84283,0.91602,0.87808,0.90993,0.76114,0.90181,0.86101,0.89221,0.64117,0.90688,1.44316,0.57367,1.00316,0.0011587,0.0011587,0.0011587
310,3764.15,0.716,0.92722,0.41758,0.83583,0.9351,0.8554,0.90654,0.75231,0.92278,0.84306,0.89056,0.65092,0.8763,1.44584,0.56881,0.9997,0.00115705,0.00115705,0.00115705
311,3776.25,0.68734,0.90209,0.39989,0.83803,0.9077,0.88285,0.90425,0.74406,0.89387,0.86595,0.88888,0.64809,0.8784,1.4448,0.57472,0.99639,0.0011554,0.0011554,0.0011554
312,3788.37,0.71208,0.92426,0.40426,0.83628,0.9393,0.82286,0.90354,0.75595,0.93102,0.81273,0.88615,0.63636,0.87344,1.4619,0.57934,0.99549,0.00115375,0.00115375,0.00115375
313,3800.38,0.74129,1.01061,0.42828,0.84555,0.86636,0.7891,0.87201,0.70994,0.85306,0.77586,0.85248,0.56744,0.91613,1.47277,0.59724,1.0053,0.0011521,0.0011521,0.0011521
314,3812.53,0.71992,0.96103,0.41149,0.84362,0.86598,0.83151,0.88264,0.74354,0.85367,0.81636,0.86588,0.63679,0.87899,1.41625,0.56336,0.99671,0.00115045,0.00115045,0.00115045
315,3824.5,0.68887,0.91158,0.39624,0.84248,0.84077,0.84294,0.88964,0.7376,0.82354,0.82249,0.87062,0.62056,0.88429,1.42962,0.57124,0.99412,0.0011488,0.0011488,0.0011488
316,3836.73,0.72834,0.94885,0.41441,0.84203,0.81495,0.8657,0.88422,0.75417,0.79792,0.84615,0.86715,0.62331,0.87621,1.4587,0.57462,1.00282,0.00114715,0.00114715,0.00114715
317,3848.67,0.70928,0.92345,0.40819,0.84113,0.89511,0.84248,0.89526,0.7473,0.88459,0.8293,0.87655,0.61433,0.89852,1.47462,0.57998,1.00884,0.0011455,0.0011455,0.0011455
318,3860.66,0.68667,0.92031,0.40509,0.84058,0.91883,0.80587,0.91005,0.77596,0.91132,0.79523,0.89223,0.65497,0.86805,1.44433,0.57036,0.99792,0.00114385,0.00114385,0.00114385
319,3873.26,0.69511,0.9114,0.39814,0.83247,0.93056,0.80229,0.91127,0.76014,0.92408,0.79405,0.89391,0.63432,0.88566,1.47978,0.57169,1.00647,0.0011422,0.0011422,0.0011422
320,3885.33,0.67956,0.90256,0.39352,0.83845,0.81819,0.83508,0.8899,0.74395,0.94041,0.72035,0.87198,0.62186,0.87279,1.45197,0.57758,1.00313,0.00114054,0.00114054,0.00114054
321,3897.28,0.67421,0.89392,0.39552,0.84596,0.74356,0.88387,0.86602,0.71861,0.72693,0.86354,0.84939,0.61266,0.88244,1.43621,0.57584,1.00087,0.00113889,0.00113889,0.00113889
322,3909.32,0.69952,0.9183,0.3991,0.83976,0.85994,0.87394,0.89491,0.75503,0.84615,0.86027,0.87983,0.63962,0.86247,1.43912,0.55954,0.99526,0.00113724,0.00113724,0.00113724
323,3921.31,0.68373,0.88619,0.39413,0.83462,0.80752,0.8585,0.88621,0.73923,0.80383,0.83343,0.86791,0.62747,0.8717,1.44415,0.55997,0.99638,0.00113559,0.00113559,0.00113559
324,3933.62,0.69753,0.90943,0.40246,0.8368,0.79066,0.88238,0.88279,0.73173,0.77329,0.86374,0.86446,0.62383,0.86982,1.42705,0.56362,0.98921,0.00113394,0.00113394,0.00113394
325,3945.7,0.6716,0.87484,0.3892,0.83547,0.84033,0.87286,0.87674,0.73327,0.82614,0.85744,0.85925,0.61874,0.87121,1.44981,0.56106,0.9941,0.00113229,0.00113229,0.00113229
326,3957.65,0.68958,0.90351,0.40298,0.8325,0.83557,0.87608,0.8855,0.74998,0.82293,0.86185,0.86951,0.63181,0.86362,1.44935,0.57652,0.9946,0.00113064,0.00113064,0.00113064
327,3969.85,0.6755,0.87948,0.39607,0.8301,0.84862,0.86134,0.88758,0.74721,0.83354,0.84519,0.86944,0.61546,0.8748,1.43391,0.56181,0.99613,0.00112899,0.00112899,0.00112899
328,3982.03,0.69666,0.90607,0.40124,0.83457,0.85196,0.88838,0.90209,0.75733,0.83576,0.86875,0.88422,0.62932,0.8718,1.4243,0.57195,0.9988,0.00112734,0.00112734,0.00112734
329,3993.89,0.67388,0.89619,0.39776,0.82775,0.89835,0.8774,0.90809,0.76191,0.88214,0.85956,0.89084,0.63049,0.85329,1.40089,0.55077,0.99248,0.00112569,0.00112569,0.00112569
330,4006.06,0.65913,0.87384,0.38325,0.82644,0.91811,0.8751,0.90855,0.75964,0.90149,0.85817,0.89032,0.6414,0.87047,1.43904,0.55804,1.00046,0.00112404,0.00112404,0.00112404
331,4018.2,0.67593,0.89475,0.39179,0.83267,0.93117,0.85656,0.90681,0.75273,0.9185,0.84199,0.88917,0.60963,0.86667,1.44005,0.5647,0.9951,0.00112239,0.00112239,0.00112239
332,4030.32,0.66145,0.89364,0.38615,0.83519,0.92449,0.86326,0.90785,0.76034,0.91247,0.84895,0.89083,0.63881,0.87184,1.43667,0.5831,0.99196,0.00112074,0.00112074,0.00112074
333,4042.3,0.66213,0.87731,0.3859,0.83658,0.86228,0.88478,0.89858,0.75842,0.84965,0.86907,0.88321,0.63106,0.86071,1.41925,0.56207,0.99763,0.00111909,0.00111909,0.00111909
334,4054.14,0.64822,0.85259,0.38402,0.82749,0.92697,0.81656,0.90162,0.75821,0.91539,0.80009,0.88292,0.63149,0.86282,1.42244,0.57162,0.99777,0.00111744,0.00111744,0.00111744
335,4066.14,0.69605,0.92689,0.40248,0.84032,0.92545,0.81562,0.89875,0.76161,0.91403,0.80149,0.88322,0.64329,0.86444,1.43737,0.5697,0.99926,0.00111579,0.00111579,0.00111579
336,4078.17,0.66237,0.87594,0.38787,0.83708,0.91545,0.86889,0.90143,0.75807,0.90059,0.8529,0.88447,0.63601,0.88144,1.47269,0.57121,1.00442,0.00111414,0.00111414,0.00111414
337,4090.35,0.68641,0.89154,0.39694,0.83313,0.85191,0.88611,0.89606,0.74565,0.83534,0.86845,0.87867,0.6232,0.86615,1.4599,0.57809,0.99776,0.00111249,0.00111249,0.00111249
338,4102.33,0.68203,0.89726,0.39208,0.83297,0.92437,0.86623,0.90472,0.75508,0.90827,0.84918,0.88652,0.61765,0.87753,1.47098,0.57598,0.99863,0.00111084,0.00111084,0.00111084
339,4114.55,0.69264,0.911,0.39466,0.83324,0.9274,0.85398,0.90298,0.74121,0.92452,0.83685,0.88727,0.6178,0.88282,1.47124,0.57175,1.00529,0.00110919,0.00110919,0.00110919
340,4126.69,0.67887,0.89615,0.38968,0.83568,0.92489,0.83825,0.90118,0.74751,0.92538,0.81865,0.88543,0.61946,0.89395,1.47057,0.57902,1.00488,0.00110754,0.00110754,0.00110754
341,4138.81,0.72039,0.93378,0.40862,0.84102,0.93811,0.8525,0.90206,0.74649,0.92169,0.83767,0.88253,0.61743,0.87321,1.4115,0.58136,0.99666,0.00110589,0.00110589,0.00110589
342,4151.13,0.68855,0.90219,0.4003,0.8405,0.85282,0.88911,0.89581,0.74025,0.83461,0.86898,0.8768,0.613,0.87291,1.43428,0.56993,0.9925,0.00110424,0.00110424,0.00110424
343,4163.11,0.67504,0.87222,0.39751,0.82737,0.85303,0.88287,0.89573,0.75832,0.83802,0.86576,0.88094,0.63119,0.85376,1.43634,0.55826,0.9954,0.00110259,0.00110259,0.00110259
344,4175.1,0.6754,0.88853,0.39618,0.84268,0.89126,0.84857,0.89343,0.75894,0.8801,0.83365,0.8763,0.60721,0.86269,1.45152,0.57594,0.98786,0.00110094,0.00110094,0.00110094
345,4187.14,0.64635,0.86454,0.37479,0.82919,0.92506,0.81812,0.89932,0.75967,0.92616,0.80405,0.88151,0.60674,0.88271,1.44627,0.56433,1.00245,0.00109929,0.00109929,0.00109929
346,4199.3,0.68282,0.90373,0.38781,0.83503,0.88025,0.84401,0.90259,0.76233,0.87624,0.82832,0.88692,0.65468,0.86431,1.49009,0.57498,0.99411,0.00109764,0.00109764,0.00109764
347,4211.34,0.68239,0.91149,0.39243,0.83063,0.92556,0.85476,0.90689,0.76388,0.91561,0.83392,0.88827,0.61664,0.87401,1.46337,0.58852,0.99898,0.00109599,0.00109599,0.00109599
348,4223.44,0.66131,0.87914,0.38156,0.83244,0.92271,0.84105,0.90568,0.76942,0.92241,0.82584,0.89175,0.66491,0.87167,1.4397,0.57402,1.00274,0.00109434,0.00109434,0.00109434
349,4235.89,0.68533,0.90498,0.39358,0.83235,0.88744,0.85584,0.91606,0.76763,0.8851,0.83831,0.90275,0.66591,0.87177,1.45099,0.56587,1.00267,0.00109269,0.00109269,0.00109269
350,4248.3,0.67402,0.90575,0.38456,0.83636,0.92122,0.85753,0.906,0.76448,0.91538,0.83392,0.88646,0.6467,0.86315,1.43198,0.55739,0.9962,0.00109103,0.00109103,0.00109103
351,4260.24,0.64896,0.87218,0.37371,0.83304,0.91298,0.86001,0.90577,0.76868,0.91228,0.84015,0.89078,0.6281,0.86101,1.44739,0.55796,0.99861,0.00108938,0.00108938,0.00108938
352,4272.17,0.6507,0.86966,0.37516,0.8333,0.91335,0.85984,0.90739,0.76276,0.91997,0.8316,0.89037,0.62413,0.85992,1.44101,0.55969,0.98995,0.00108773,0.00108773,0.00108773
353,4284.39,0.67713,0.89086,0.3882,0.82932,0.93419,0.86257,0.90803,0.76067,0.92373,0.84803,0.89214,0.63608,0.85585,1.4385,0.55517,0.98947,0.00108608,0.00108608,0.00108608
354,4296.36,0.66062,0.8825,0.38637,0.83037,0.90086,0.8889,0.90928,0.76313,0.88987,0.86186,0.89142,0.62918,0.85835,1.43386,0.56172,0.99244,0.00108443,0.00108443,0.00108443
355,4308.5,0.67041,0.8942,0.38886,0.83171,0.92885,0.87456,0.91017,0.76888,0.91286,0.85449,0.89084,0.63557,0.86609,1.4418,0.56442,0.9962,0.00108278,0.00108278,0.00108278
356,4320.71,0.65929,0.85854,0.38099,0.82595,0.92569,0.84412,0.90692,0.75958,0.92327,0.82698,0.89035,0.6381,0.85799,1.42198,0.56032,0.9993,0.00108113,0.00108113,0.00108113
357,4332.91,0.67269,0.87856,0.38494,0.83297,0.87847,0.82181,0.89584,0.75391,0.87351,0.81084,0.87983,0.61119,0.85688,1.44732,0.55201,0.99371,0.00107948,0.00107948,0.00107948
358,4344.94,0.67107,0.89514,0.39248,0.83527,0.87721,0.84774,0.90295,0.76997,0.87102,0.82798,0.8839,0.61995,0.85254,1.42989,0.55985,0.98658,0.00107783,0.00107783,0.00107783
359,4356.9,0.64415,0.84529,0.37093,0.82846,0.89015,0.84918,0.89384,0.74285,0.87949,0.83734,0.87677,0.61601,0.85845,1.4356,0.55672,0.99313,0.00107618,0.00107618,0.00107618
360,4368.93,0.66081,0.8756,0.38206,0.8332,0.85867,0.89115,0.89726,0.75841,0.84154,0.86993,0.87791,0.63042,0.86269,1.44377,0.55577,0.99265,0.00107453,0.00107453,0.00107453
361,4380.91,0.67601,0.86793,0.38333,0.83022,0.88863,0.89578,0.90883,0.77092,0.87224,0.87661,0.89173,0.63683,0.86726,1.46805,0.56218,0.99616,0.00107288,0.00107288,0.00107288
362,4393.12,0.66134,0.86857,0.37389,0.82759,0.89169,0.89428,0.90789,0.76632,0.8743,0.87475,0.8897,0.64843,0.87017,1.44839,0.56229,0.99515,0.00107123,0.00107123,0.00107123
363,4405.15,0.67811,0.87515,0.38163,0.82929,0.93785,0.83476,0.90613,0.76483,0.93156,0.81954,0.88718,0.64955,0.86066,1.46397,0.5581,0.99835,0.00106958,0.00106958,0.00106958
364,4417.23,0.67384,0.86606,0.38252,0.82826,0.88737,0.85868,0.90585,0.76758,0.90059,0.82358,0.8879,0.63033,0.86804,1.46089,0.56186,0.99958,0.00106793,0.00106793,0.00106793
365,4429.38,0.65812,0.85167,0.38003,0.82983,0.93465,0.84566,0.90689,0.76835,0.92796,0.83196,0.89107,0.65434,0.8592,1.4252,0.55942,0.99895,0.00106628,0.00106628,0.00106628
366,4441.31,0.65741,0.85616,0.38128,0.8277,0.85607,0.88025,0.90569,0.76612,0.92574,0.80019,0.88822,0.65527,0.86357,1.43837,0.55796,0.99814,0.00106463,0.00106463,0.00106463
367,4453.31,0.65618,0.86193,0.37411,0.83007,0.84725,0.85866,0.88118,0.75285,0.83177,0.84386,0.8635,0.65092,0.85236,1.4278,0.56403,0.99955,0.00106298,0.00106298,0.00106298
368,4465.4,0.63677,0.83435,0.36623,0.8272,0.88985,0.84404,0.90034,0.76454,0.88158,0.83046,0.8843,0.65242,0.84962,1.42584,0.5644,0.99741,0.00106133,0.00106133,0.00106133
369,4477.55,0.67834,0.88314,0.38932,0.83071,0.84653,0.84501,0.90025,0.75459,0.86877,0.79957,0.88082,0.63985,0.86851,1.42764,0.57638,0.99946,0.00105968,0.00105968,0.00105968
370,4489.54,0.6465,0.83661,0.37248,0.829,0.93701,0.84087,0.90525,0.76558,0.92809,0.82948,0.88903,0.66683,0.85267,1.45167,0.57175,0.99849,0.00105803,0.00105803,0.00105803
371,4501.81,0.65502,0.87235,0.37468,0.82732,0.89839,0.84494,0.90607,0.76959,0.88571,0.83384,0.88972,0.66469,0.85439,1.42749,0.56457,1.00164,0.00105638,0.00105638,0.00105638
372,4514.13,0.65802,0.86134,0.37094,0.82778,0.91315,0.80738,0.9057,0.75938,0.90746,0.80009,0.89041,0.64813,0.85277,1.42242,0.55442,0.99834,0.00105473,0.00105473,0.00105473
373,4526.07,0.62086,0.81116,0.3565,0.82382,0.84247,0.84539,0.90205,0.75065,0.841,0.82645,0.88511,0.63773,0.84514,1.44982,0.55779,0.99537,0.00105308,0.00105308,0.00105308
374,4538.32,0.63858,0.84675,0.36285,0.82635,0.94069,0.83709,0.90493,0.76627,0.93177,0.82415,0.88731,0.65349,0.84988,1.44929,0.55924,0.99749,0.00105143,0.00105143,0.00105143
375,4550.31,0.66404,0.86312,0.38612,0.82776,0.92364,0.85702,0.9057,0.76126,0.91313,0.84466,0.89167,0.65227,0.85212,1.48352,0.57529,0.98982,0.00104978,0.00104978,0.00104978
376,4562.25,0.65339,0.85275,0.3734,0.82892,0.89016,0.85336,0.89172,0.75483,0.88497,0.83551,0.87681,0.6262,0.84921,1.4457,0.56133,0.99569,0.00104813,0.00104813,0.00104813
377,4574.44,0.65339,0.85313,0.37089,0.83061,0.87592,0.87759,0.90262,0.7691,0.86137,0.86117,0.88626,0.64724,0.86312,1.46588,0.56457,1.00374,0.00104648,0.00104648,0.00104648
378,4586.48,0.65207,0.8542,0.37838,0.82851,0.93592,0.86685,0.90465,0.7654,0.92015,0.84985,0.88743,0.61841,0.85851,1.41832,0.55169,1.00052,0.00104483,0.00104483,0.00104483
379,4598.43,0.65065,0.864,0.37809,0.82427,0.91727,0.8811,0.90774,0.76345,0.90132,0.86317,0.89171,0.629,0.84827,1.42958,0.55834,0.99005,0.00104318,0.00104318,0.00104318
380,4610.81,0.62151,0.83473,0.35935,0.82178,0.92888,0.86472,0.90773,0.7602,0.91238,0.84719,0.88925,0.64608,0.85973,1.43284,0.55845,1.00287,0.00104152,0.00104152,0.00104152
381,4622.6,0.59907,0.77505,0.34629,0.81897,0.89696,0.8899,0.90866,0.76261,0.88143,0.87324,0.89316,0.65939,0.84687,1.46769,0.55525,1.00601,0.00103987,0.00103987,0.00103987
382,4634.74,0.61664,0.81582,0.35815,0.82961,0.88412,0.89109,0.90829,0.77135,0.86799,0.87186,0.89253,0.6414,0.85874,1.47513,0.57179,0.99338,0.00103822,0.00103822,0.00103822
383,4646.68,0.6395,0.85067,0.36754,0.82656,0.91879,0.82745,0.90118,0.76961,0.90468,0.81197,0.88577,0.66888,0.83563,1.45171,0.55589,0.99426,0.00103657,0.00103657,0.00103657
384,4659.24,0.66104,0.84743,0.37382,0.82583,0.87924,0.81411,0.88819,0.74898,0.86317,0.79701,0.86998,0.60575,0.86407,1.44344,0.5678,0.99934,0.00103492,0.00103492,0.00103492
385,4671.22,0.65312,0.87165,0.37499,0.82702,0.80793,0.8791,0.88415,0.75396,0.79278,0.86126,0.86666,0.61899,0.84633,1.43507,0.55896,0.99449,0.00103327,0.00103327,0.00103327
386,4683.12,0.60712,0.80516,0.3553,0.82099,0.84585,0.86693,0.8874,0.74631,0.83004,0.85042,0.8694,0.60769,0.86828,1.4611,0.56291,1.00254,0.00103162,0.00103162,0.00103162
387,4695.05,0.6288,0.83132,0.36092,0.82231,0.93954,0.83303,0.90492,0.77117,0.9283,0.8217,0.8871,0.63704,0.84815,1.45164,0.56051,1.00054,0.00102997,0.00102997,0.00102997
