epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,1537.01,0.80896,1.10579,0.53451,0.88488,0.79576,0.71954,0.82258,0.661,0.7845,0.70853,0.80849,0.56123,0.92933,1.45958,0.63697,1.00458,0.00146071,0.00146071,0.00146071
127,1549.14,0.81803,1.13081,0.53656,0.89432,0.91133,0.74453,0.87515,0.68606,0.8999,0.73219,0.85646,0.58093,0.95281,1.42749,0.64326,1.00691,0.00145906,0.00145906,0.00145906
128,1561.64,0.84871,1.16501,0.54152,0.88243,0.88511,0.72875,0.83854,0.66582,0.86824,0.70874,0.81891,0.55499,0.92783,1.42465,0.66158,1.00713,0.00145741,0.00145741,0.00145741
129,1574.05,0.85993,1.19496,0.55901,0.89271,0.81062,0.77411,0.80965,0.63292,0.79635,0.75468,0.79493,0.56843,0.9384,1.42469,0.63932,1.00956,0.00145576,0.00145576,0.00145576
130,1586.27,0.87892,1.2349,0.56823,0.89575,0.79592,0.7216,0.79836,0.64412,0.7838,0.70553,0.78508,0.54603,0.9232,1.43417,0.64939,0.99812,0.00145411,0.00145411,0.00145411
131,1598.2,0.8299,1.18434,0.5532,0.89012,0.61354,0.71796,0.76094,0.62119,0.59976,0.69831,0.74368,0.51874,0.94228,1.4311,0.65087,1.00323,0.00145246,0.00145246,0.00145246
132,1610.35,0.85031,1.17213,0.55409,0.89033,0.60513,0.85618,0.75405,0.61881,0.59322,0.83967,0.7401,0.53456,0.93307,1.4238,0.67985,1.00488,0.00145081,0.00145081,0.00145081
133,1622.72,0.85574,1.16963,0.5576,0.90104,0.7709,0.82832,0.83679,0.68168,0.75713,0.81189,0.8205,0.57422,0.92211,1.42899,0.64501,0.99568,0.00144916,0.00144916,0.00144916
134,1635.02,0.83495,1.14314,0.53179,0.88291,0.70597,0.84403,0.81987,0.6625,0.69006,0.82521,0.80157,0.55348,0.92992,1.42702,0.64252,1.00685,0.00144751,0.00144751,0.00144751
135,1647.14,0.858,1.19421,0.55453,0.88263,0.79426,0.7681,0.86537,0.68413,0.77803,0.74777,0.84688,0.56483,0.946,1.41086,0.62962,1.00621,0.00144586,0.00144586,0.00144586
136,1659.32,0.85765,1.17338,0.55152,0.88943,0.64339,0.87339,0.83338,0.67942,0.62827,0.85296,0.81281,0.54353,0.93543,1.46221,0.64884,1.0106,0.00144421,0.00144421,0.00144421
137,1671.33,0.83418,1.13682,0.54713,0.89066,0.7436,0.78271,0.82212,0.65309,0.73309,0.76804,0.8073,0.54193,0.9439,1.44336,0.64688,1.00546,0.00144256,0.00144256,0.00144256
138,1683.45,0.81287,1.125,0.52249,0.87887,0.66596,0.85466,0.82545,0.66405,0.64844,0.83287,0.80431,0.54043,0.91836,1.40135,0.64013,0.98874,0.0014409,0.0014409,0.0014409
139,1695.62,0.78461,1.07592,0.4989,0.87165,0.72172,0.86018,0.8718,0.71094,0.70518,0.8387,0.85155,0.57794,0.95384,1.39722,0.62462,1.00326,0.00143925,0.00143925,0.00143925
140,1707.84,0.83998,1.12001,0.51808,0.88869,0.84622,0.80567,0.87871,0.71736,0.83326,0.79023,0.86302,0.62449,0.91288,1.40183,0.63018,0.99567,0.0014376,0.0014376,0.0014376
141,1720.71,0.84713,1.16091,0.52792,0.88174,0.90454,0.76378,0.86099,0.6945,0.89019,0.74848,0.84313,0.5696,0.96258,1.48999,0.63804,1.01209,0.00143595,0.00143595,0.00143595
142,1732.66,0.82062,1.12327,0.51722,0.88102,0.80233,0.84571,0.86685,0.70023,0.78708,0.82644,0.84767,0.57579,0.92329,1.4081,0.62523,1.00734,0.0014343,0.0014343,0.0014343
143,1744.61,0.82022,1.14122,0.52204,0.8896,0.83749,0.74815,0.83632,0.66994,0.81961,0.72827,0.81505,0.55016,0.94431,1.4475,0.65526,1.0025,0.00143265,0.00143265,0.00143265
144,1756.9,0.82827,1.1662,0.53913,0.8796,0.84754,0.81269,0.84813,0.68354,0.82945,0.79521,0.82618,0.58101,0.93053,1.41606,0.62932,1.00213,0.001431,0.001431,0.001431
145,1768.82,0.81999,1.13887,0.52427,0.88147,0.81606,0.74851,0.83951,0.66568,0.80381,0.73759,0.82296,0.57043,0.93577,1.41268,0.63076,1.00837,0.00142935,0.00142935,0.00142935
146,1780.71,0.79683,1.09205,0.51523,0.87755,0.77286,0.7864,0.84777,0.67036,0.75873,0.76808,0.83236,0.58363,0.92047,1.43306,0.62454,0.9991,0.0014277,0.0014277,0.0014277
147,1792.84,0.81623,1.12933,0.52846,0.88266,0.83043,0.85521,0.85744,0.67698,0.81209,0.83133,0.83151,0.54889,0.94024,1.44161,0.648,0.99748,0.00142605,0.00142605,0.00142605
148,1804.86,0.79354,1.12808,0.49961,0.88148,0.70725,0.88209,0.84999,0.67795,0.93293,0.65954,0.8324,0.60433,0.93774,1.42376,0.61829,1.00963,0.0014244,0.0014244,0.0014244
149,1817.08,0.82261,1.15058,0.51289,0.8866,0.83986,0.64651,0.80166,0.64266,0.82876,0.6371,0.7861,0.54222,0.91283,1.41706,0.63601,0.99248,0.00142275,0.00142275,0.00142275
150,1829.41,0.8527,1.15635,0.53833,0.87513,0.69783,0.88052,0.8214,0.6578,0.6829,0.85941,0.80197,0.53998,0.93773,1.43456,0.63838,1.00498,0.0014211,0.0014211,0.0014211
151,1841.44,0.83081,1.14664,0.52776,0.88225,0.82803,0.72818,0.83887,0.6746,0.81613,0.7138,0.8224,0.55691,0.933,1.45211,0.63246,1.00746,0.00141945,0.00141945,0.00141945
152,1853.41,0.82143,1.12832,0.51199,0.88145,0.82362,0.80605,0.88644,0.69041,0.80719,0.78705,0.86625,0.59643,0.90648,1.40541,0.62334,0.99205,0.0014178,0.0014178,0.0014178
153,1865.23,0.81068,1.12111,0.51323,0.87505,0.85513,0.75866,0.85647,0.68657,0.84313,0.74769,0.83589,0.58648,0.92359,1.42495,0.62046,0.99764,0.00141615,0.00141615,0.00141615
154,1877.37,0.81031,1.09073,0.50483,0.87582,0.79231,0.7755,0.84335,0.68271,0.77838,0.75943,0.82664,0.56102,0.94998,1.45056,0.63915,1.01301,0.0014145,0.0014145,0.0014145
155,1889.45,0.85676,1.15205,0.51952,0.88931,0.8006,0.7529,0.83407,0.67707,0.78566,0.73603,0.81778,0.57207,0.91996,1.4252,0.61989,0.99689,0.00141285,0.00141285,0.00141285
156,1901.62,0.83866,1.11889,0.51271,0.87841,0.76199,0.82587,0.8406,0.68469,0.74537,0.80621,0.82243,0.5652,0.93933,1.42398,0.62228,1.00471,0.0014112,0.0014112,0.0014112
157,1913.82,0.81611,1.09333,0.55856,0.86496,0.77846,0.71779,0.79002,0.6415,0.76286,0.70155,0.76855,0.50831,0.96959,1.46878,0.78202,1.00328,0.00140955,0.00140955,0.00140955
158,1925.9,0.80969,1.11471,0.55354,0.88162,0.83071,0.70936,0.84418,0.68602,0.81974,0.69461,0.82612,0.57145,0.91933,1.41393,0.62478,0.99634,0.0014079,0.0014079,0.0014079
159,1938.09,0.81672,1.13233,0.53374,0.88591,0.73355,0.79671,0.81185,0.66496,0.71848,0.77887,0.79196,0.55555,0.90545,1.39282,0.62681,0.98813,0.00140625,0.00140625,0.00140625
160,1950.13,0.79799,1.08928,0.51351,0.87858,0.68541,0.89108,0.79995,0.64348,0.67048,0.87182,0.7813,0.55119,0.92077,1.42565,0.62128,1.00117,0.0014046,0.0014046,0.0014046
161,1962.04,0.78364,1.07913,0.50737,0.87742,0.76561,0.71375,0.81218,0.65394,0.75316,0.70155,0.7956,0.55399,0.9118,1.44161,0.61696,1.0013,0.00140295,0.00140295,0.00140295
162,1974.09,0.79327,1.07543,0.49778,0.87296,0.92226,0.70943,0.85615,0.69427,0.91336,0.69743,0.84289,0.5774,0.9263,1.50406,0.63086,1.00781,0.0014013,0.0014013,0.0014013
163,1986.13,0.82147,1.09771,0.5143,0.87677,0.7785,0.76208,0.78968,0.62651,0.7626,0.74229,0.77212,0.52342,0.92385,1.43385,0.6296,0.99798,0.00139965,0.00139965,0.00139965
164,1998.11,0.79489,1.07722,0.50127,0.87139,0.84448,0.7948,0.87339,0.69852,0.82956,0.77545,0.85675,0.58918,0.93393,1.45043,0.62078,1.00322,0.001398,0.001398,0.001398
165,2010.46,0.82021,1.10917,0.49911,0.87645,0.80849,0.84065,0.86776,0.70032,0.79685,0.82193,0.84827,0.58943,0.90593,1.41108,0.6192,0.9951,0.00139635,0.00139635,0.00139635
166,2022.55,0.80607,1.10355,0.50458,0.87476,0.87545,0.83299,0.90312,0.73396,0.86069,0.81746,0.88518,0.60805,0.93022,1.41631,0.60968,0.9969,0.0013947,0.0013947,0.0013947
167,2034.86,0.80005,1.07478,0.50865,0.87739,0.85934,0.88288,0.9024,0.71988,0.84302,0.86256,0.88172,0.61505,0.90884,1.40472,0.6172,0.98876,0.00139305,0.00139305,0.00139305
168,2047.07,0.78754,1.07707,0.49465,0.86954,0.88476,0.8374,0.89564,0.7259,0.87081,0.82054,0.87991,0.6194,0.91358,1.444,0.61095,0.99462,0.00139139,0.00139139,0.00139139
169,2059.3,0.77876,1.05308,0.48515,0.86978,0.89354,0.8397,0.90166,0.73174,0.87841,0.82213,0.88305,0.60961,0.9175,1.39511,0.60884,0.99759,0.00138974,0.00138974,0.00138974
170,2071.25,0.77149,1.0358,0.48081,0.8673,0.84893,0.77789,0.86413,0.6872,0.83243,0.76005,0.84304,0.58003,0.92988,1.40039,0.60081,1.00152,0.00138809,0.00138809,0.00138809
171,2083.35,0.77961,1.05567,0.48947,0.87105,0.90642,0.81266,0.88538,0.70621,0.8933,0.79747,0.86695,0.59691,0.92605,1.439,0.61269,1.00602,0.00138644,0.00138644,0.00138644
172,2095.74,0.81827,1.10307,0.50061,0.87582,0.90773,0.82219,0.88886,0.73282,0.89828,0.81021,0.87497,0.60364,0.89645,1.40132,0.60871,0.98941,0.00138479,0.00138479,0.00138479
173,2107.78,0.76438,1.05419,0.4741,0.86772,0.84347,0.83409,0.87321,0.70474,0.82717,0.81633,0.85475,0.57641,0.95141,1.44876,0.61203,1.00089,0.00138314,0.00138314,0.00138314
174,2119.81,0.81323,1.11196,0.50268,0.88374,0.78909,0.84093,0.87068,0.72358,0.77837,0.82832,0.85417,0.61522,0.91186,1.42754,0.61667,0.99648,0.00138149,0.00138149,0.00138149
175,2131.72,0.82752,1.12625,0.51725,0.87652,0.75869,0.85637,0.8531,0.69602,0.7429,0.83515,0.834,0.56453,0.92252,1.41207,0.61074,0.99676,0.00137984,0.00137984,0.00137984
176,2143.71,0.78564,1.06365,0.48689,0.86536,0.7282,0.80319,0.77151,0.63225,0.71468,0.78624,0.75578,0.52813,0.92696,1.44468,0.6357,1.00476,0.00137819,0.00137819,0.00137819
177,2155.8,0.749,1.03969,0.4706,0.8634,0.67711,0.85261,0.8468,0.69736,0.66466,0.8376,0.83183,0.57616,0.90457,1.43025,0.60977,0.99353,0.00137654,0.00137654,0.00137654
178,2167.85,0.80254,1.10395,0.5002,0.87564,0.74604,0.79698,0.8401,0.68726,0.73113,0.78038,0.82259,0.54655,0.91081,1.44525,0.61822,0.9988,0.00137489,0.00137489,0.00137489
179,2179.75,0.77953,1.06374,0.4895,0.86749,0.62832,0.86214,0.76111,0.62601,0.6124,0.84283,0.74438,0.52636,0.89991,1.41185,0.59731,0.99864,0.00137324,0.00137324,0.00137324
180,2192.15,0.80242,1.09369,0.49747,0.87209,0.6586,0.77666,0.78447,0.6174,0.92425,0.59728,0.76654,0.50563,0.92685,1.44728,0.61627,1.00914,0.00137159,0.00137159,0.00137159
181,2204.17,0.7814,1.07046,0.48477,0.87203,0.69214,0.90022,0.82642,0.65643,0.67726,0.88203,0.81059,0.55425,0.91748,1.43801,0.61079,1.00252,0.00136994,0.00136994,0.00136994
182,2216.71,0.81515,1.0967,0.49459,0.87485,0.7498,0.84943,0.86102,0.70655,0.73399,0.82852,0.84327,0.60223,0.91608,1.42821,0.6213,1.00041,0.00136829,0.00136829,0.00136829
183,2228.73,0.80119,1.07857,0.48625,0.8687,0.80429,0.69924,0.81051,0.6649,0.78987,0.68619,0.79037,0.54869,0.91218,1.42575,0.61397,0.99286,0.00136664,0.00136664,0.00136664
184,2240.77,0.80188,1.06939,0.48612,0.86664,0.73761,0.85991,0.86454,0.71195,0.72167,0.84198,0.8456,0.60624,0.89269,1.40782,0.60088,0.99093,0.00136499,0.00136499,0.00136499
185,2252.95,0.79547,1.06844,0.48304,0.86704,0.91758,0.69161,0.87967,0.70501,0.90549,0.68308,0.85718,0.57737,0.92117,1.40293,0.60738,0.99738,0.00136334,0.00136334,0.00136334
186,2265.05,0.80096,1.07231,0.49272,0.86223,0.85055,0.8309,0.8821,0.70702,0.84398,0.82043,0.86647,0.62054,0.92147,1.44094,0.62011,1.01531,0.00136169,0.00136169,0.00136169
187,2276.99,0.78055,1.06007,0.47924,0.86131,0.90776,0.83295,0.89558,0.72037,0.89252,0.81414,0.87722,0.58912,0.90225,1.40867,0.6038,0.99997,0.00136004,0.00136004,0.00136004
188,2289.12,0.76221,1.03311,0.47905,0.86064,0.89612,0.78979,0.88405,0.71584,0.87978,0.772,0.86569,0.57568,0.90982,1.41062,0.60357,0.99469,0.00135839,0.00135839,0.00135839
189,2301.06,0.75494,1.04462,0.46924,0.86627,0.92154,0.80249,0.88477,0.70562,0.90777,0.78852,0.86849,0.61007,0.8977,1.41674,0.60033,0.99863,0.00135674,0.00135674,0.00135674
190,2313.14,0.76455,1.02378,0.47196,0.85791,0.67635,0.90038,0.83766,0.68347,0.65986,0.87981,0.81867,0.5656,0.90387,1.4122,0.61107,0.99824,0.00135509,0.00135509,0.00135509
191,2325.29,0.79175,1.06129,0.48231,0.86164,0.85722,0.81826,0.88119,0.71041,0.8437,0.80311,0.86277,0.57479,0.9319,1.43294,0.60132,1.00553,0.00135344,0.00135344,0.00135344
192,2337.2,0.73827,1.02106,0.46165,0.86638,0.86127,0.76129,0.85797,0.69649,0.85227,0.75092,0.84485,0.61916,0.91948,1.45945,0.62253,1.01301,0.00135179,0.00135179,0.00135179
193,2349.19,0.78443,1.05478,0.48912,0.86512,0.81906,0.76923,0.84422,0.68787,0.80086,0.74971,0.8222,0.55384,0.92052,1.41905,0.62673,0.99434,0.00135014,0.00135014,0.00135014
194,2361.2,0.75094,1.01651,0.46725,0.85432,0.78494,0.82557,0.8393,0.68994,0.76814,0.80799,0.81873,0.57457,0.89343,1.42006,0.6043,0.98843,0.00134849,0.00134849,0.00134849
195,2373.19,0.7666,1.02772,0.46902,0.86314,0.8876,0.80684,0.88358,0.72808,0.87208,0.7913,0.8644,0.59517,0.91888,1.43655,0.59554,0.99823,0.00134684,0.00134684,0.00134684
196,2385.3,0.75262,1.00668,0.46621,0.85368,0.89127,0.84147,0.89246,0.72672,0.87659,0.82574,0.87635,0.63549,0.89212,1.42064,0.5929,1.00089,0.00134519,0.00134519,0.00134519
197,2397.95,0.76144,1.05072,0.46506,0.8602,0.83821,0.85967,0.89125,0.71289,0.8257,0.84643,0.87489,0.62628,0.90883,1.42371,0.60109,1.00722,0.00134354,0.00134354,0.00134354
198,2410.04,0.74515,1.01434,0.45442,0.85477,0.92297,0.85012,0.89849,0.73579,0.91337,0.8375,0.88262,0.627,0.89645,1.42167,0.59861,0.99532,0.00134188,0.00134188,0.00134188
199,2422.45,0.73021,0.98655,0.44746,0.85343,0.88292,0.88451,0.89799,0.7249,0.86957,0.86803,0.88308,0.60443,0.88551,1.42327,0.60308,0.99417,0.00134023,0.00134023,0.00134023
200,2434.44,0.7491,1.0049,0.46,0.85757,0.92861,0.79589,0.89427,0.73857,0.91572,0.78252,0.87471,0.61801,0.88651,1.39185,0.59281,0.98989,0.00133858,0.00133858,0.00133858
201,2446.27,0.77711,1.02635,0.46605,0.8678,0.86948,0.79562,0.8767,0.71937,0.85373,0.77606,0.85804,0.60997,0.89691,1.41836,0.62156,0.99198,0.00133693,0.00133693,0.00133693
202,2458.4,0.75221,1.04087,0.46086,0.86409,0.86768,0.7985,0.88446,0.72905,0.85262,0.77894,0.86676,0.61714,0.91897,1.44929,0.61652,1.00224,0.00133528,0.00133528,0.00133528
203,2470.97,0.76988,1.02988,0.46203,0.85666,0.81308,0.81823,0.87028,0.71579,0.83134,0.75345,0.8476,0.60781,0.90311,1.41884,0.60222,0.99491,0.00133363,0.00133363,0.00133363
204,2483.25,0.76591,1.01275,0.46018,0.85434,0.77678,0.84015,0.85512,0.70595,0.77274,0.82371,0.83763,0.58896,0.90418,1.43482,0.60421,0.99718,0.00133198,0.00133198,0.00133198
205,2495.45,0.76667,1.03569,0.46347,0.86201,0.84354,0.82014,0.8749,0.7312,0.82818,0.8003,0.85617,0.58837,0.90692,1.40849,0.58806,0.99689,0.00133033,0.00133033,0.00133033
206,2507.45,0.75417,1.00976,0.45452,0.85412,0.91731,0.7646,0.87985,0.72709,0.90377,0.74986,0.86367,0.61088,0.89851,1.41709,0.59363,0.99879,0.00132868,0.00132868,0.00132868
207,2519.55,0.76494,1.02212,0.45947,0.86388,0.83161,0.86047,0.87624,0.73127,0.82038,0.84936,0.86125,0.61535,0.90573,1.43054,0.5846,1.00024,0.00132703,0.00132703,0.00132703
208,2531.73,0.79235,1.0653,0.53304,0.85615,0.79693,0.78591,0.80867,0.64884,0.78053,0.76576,0.78749,0.54308,0.96132,1.48327,0.69997,1.02308,0.00132538,0.00132538,0.00132538
209,2543.75,0.80916,1.0901,0.53629,0.87937,0.84904,0.80532,0.87776,0.71171,0.84309,0.78402,0.85822,0.5821,0.94601,1.43619,0.62466,1.01195,0.00132373,0.00132373,0.00132373
210,2555.64,0.77983,1.06226,0.4922,0.86783,0.91648,0.83465,0.89065,0.72849,0.90948,0.82714,0.87761,0.63565,0.91613,1.42419,0.62936,1.01285,0.00132208,0.00132208,0.00132208
211,2567.77,0.78614,1.08588,0.49892,0.87315,0.8314,0.77754,0.88304,0.72504,0.81888,0.76432,0.86307,0.58731,0.92135,1.42129,0.62875,0.99567,0.00132043,0.00132043,0.00132043
212,2579.93,0.78416,1.06322,0.50053,0.87561,0.80088,0.819,0.90217,0.74248,0.79534,0.80483,0.88461,0.60714,0.91131,1.46423,0.61783,1.00445,0.00131878,0.00131878,0.00131878
213,2592.37,0.77326,1.05211,0.48156,0.86937,0.84164,0.81756,0.89473,0.7411,0.83285,0.80915,0.87859,0.59955,0.91835,1.44328,0.60488,1.0108,0.00131713,0.00131713,0.00131713
214,2604.56,0.7542,1.03399,0.47265,0.85782,0.82466,0.89987,0.89455,0.72132,0.80766,0.87972,0.8756,0.61857,0.9041,1.40429,0.59063,0.99335,0.00131548,0.00131548,0.00131548
215,2616.42,0.75965,1.03066,0.47318,0.86195,0.84157,0.85183,0.89538,0.71995,0.8258,0.83272,0.87855,0.6164,0.89372,1.42769,0.59183,0.98539,0.00131383,0.00131383,0.00131383
216,2628.48,0.74801,1.01893,0.46211,0.86487,0.84961,0.83184,0.88863,0.73625,0.83467,0.81466,0.87085,0.59052,0.90301,1.42656,0.59546,0.99149,0.00131218,0.00131218,0.00131218
217,2640.63,0.77622,1.06565,0.47618,0.86446,0.87925,0.82711,0.89425,0.73474,0.86405,0.81273,0.87684,0.61247,0.89745,1.39378,0.59385,0.99507,0.00131053,0.00131053,0.00131053
218,2652.82,0.76833,1.01653,0.47853,0.85468,0.84408,0.84928,0.89983,0.72705,0.82975,0.83551,0.8811,0.59842,0.9077,1.41207,0.58969,1.00545,0.00130888,0.00130888,0.00130888
219,2664.83,0.74837,1.00545,0.45867,0.8559,0.88408,0.74629,0.88129,0.72071,0.87242,0.73591,0.86444,0.60462,0.90206,1.42694,0.58646,0.99574,0.00130723,0.00130723,0.00130723
220,2677.1,0.73506,1.00374,0.4521,0.85844,0.92854,0.69368,0.85027,0.69131,0.9207,0.67869,0.83151,0.59563,0.88835,1.39038,0.58434,0.99006,0.00130558,0.00130558,0.00130558
221,2689.15,0.77111,1.01917,0.45733,0.85191,0.92307,0.6645,0.83248,0.68098,0.9131,0.64784,0.81372,0.58301,0.91181,1.41422,0.58368,0.997,0.00130393,0.00130393,0.00130393
222,2701.31,0.75325,0.99506,0.45018,0.85239,0.90016,0.74422,0.87446,0.72338,0.88505,0.72712,0.85784,0.61541,0.89709,1.39087,0.59176,0.99931,0.00130228,0.00130228,0.00130228
223,2713.24,0.75034,1.00697,0.45277,0.85826,0.87437,0.85006,0.89599,0.75368,0.85786,0.83018,0.87758,0.60707,0.90301,1.41983,0.59465,0.99806,0.00130063,0.00130063,0.00130063
224,2725.06,0.73659,0.98369,0.44928,0.85462,0.87698,0.8546,0.90179,0.7293,0.86326,0.84141,0.885,0.62956,0.89632,1.42563,0.59483,0.9939,0.00129898,0.00129898,0.00129898
225,2737.16,0.78106,1.05623,0.46816,0.86159,0.88448,0.88862,0.91604,0.74429,0.86758,0.8696,0.89728,0.6506,0.89627,1.39539,0.59504,0.99634,0.00129733,0.00129733,0.00129733
226,2749.39,0.7712,1.05199,0.45989,0.85994,0.84295,0.88742,0.90434,0.73609,0.91019,0.79862,0.88704,0.63831,0.90379,1.42528,0.59133,1.00385,0.00129568,0.00129568,0.00129568
227,2761.48,0.73702,1.00663,0.44956,0.85374,0.82463,0.89674,0.89654,0.71969,0.81047,0.87904,0.8802,0.62501,0.88804,1.40146,0.59902,0.99104,0.00129403,0.00129403,0.00129403
228,2773.71,0.74921,0.98815,0.45666,0.84809,0.88183,0.88806,0.90596,0.72859,0.8668,0.86978,0.88902,0.61386,0.89089,1.39869,0.58687,0.98831,0.00129238,0.00129238,0.00129238
229,2785.53,0.73367,1.00647,0.44529,0.85685,0.77451,0.87146,0.87876,0.71476,0.75964,0.85522,0.85983,0.60917,0.90077,1.39952,0.58524,0.99985,0.00129072,0.00129072,0.00129072
230,2797.62,0.75203,0.99319,0.44495,0.85602,0.79492,0.84582,0.88969,0.73431,0.78114,0.83019,0.87477,0.62365,0.89777,1.43159,0.59437,1.00287,0.00128907,0.00128907,0.00128907
231,2809.61,0.76791,1.02049,0.45893,0.85322,0.83303,0.80728,0.85591,0.70577,0.82735,0.78901,0.83813,0.61321,0.89009,1.39301,0.58173,0.99929,0.00128742,0.00128742,0.00128742
232,2821.6,0.72912,0.99869,0.43614,0.84963,0.86771,0.87155,0.90564,0.74681,0.85154,0.85394,0.8874,0.63141,0.88433,1.39016,0.56766,0.99657,0.00128577,0.00128577,0.00128577
233,2833.77,0.75066,1.00053,0.44551,0.85229,0.89416,0.79479,0.88811,0.73692,0.87875,0.77656,0.87054,0.61788,0.89919,1.42755,0.57976,0.99921,0.00128412,0.00128412,0.00128412
234,2845.69,0.71397,0.96156,0.42893,0.84494,0.89165,0.84559,0.91301,0.76298,0.87871,0.82933,0.89676,0.64116,0.88844,1.43771,0.58362,0.99566,0.00128247,0.00128247,0.00128247
235,2858.16,0.72109,0.95145,0.43708,0.84809,0.84173,0.84925,0.90188,0.75254,0.83496,0.83125,0.88425,0.61679,0.90403,1.4225,0.58555,1.00633,0.00128082,0.00128082,0.00128082
236,2870.43,0.72001,0.95178,0.4275,0.85047,0.89541,0.84041,0.9013,0.74604,0.88014,0.82361,0.88409,0.63322,0.88849,1.41173,0.5898,0.99468,0.00127917,0.00127917,0.00127917
237,2882.43,0.72835,0.97009,0.43368,0.84947,0.88686,0.89144,0.90647,0.75808,0.87045,0.8728,0.88938,0.65674,0.88263,1.40143,0.57943,0.99745,0.00127752,0.00127752,0.00127752
238,2894.62,0.7439,0.98051,0.43685,0.84964,0.92945,0.8396,0.89988,0.74522,0.91777,0.82837,0.88456,0.6148,0.89394,1.43395,0.58962,1.00676,0.00127587,0.00127587,0.00127587
239,2907.03,0.75516,0.99034,0.44198,0.84839,0.92702,0.80817,0.89974,0.74268,0.91799,0.79636,0.88396,0.64249,0.87982,1.41271,0.58477,0.99022,0.00127422,0.00127422,0.00127422
240,2919.05,0.74513,0.98809,0.43792,0.85104,0.89687,0.84104,0.89923,0.75506,0.8817,0.82405,0.88391,0.64252,0.90345,1.46076,0.57805,0.99988,0.00127257,0.00127257,0.00127257
241,2931.05,0.76462,1.00327,0.44508,0.85429,0.84998,0.88071,0.90054,0.74926,0.91791,0.8079,0.88736,0.63679,0.88628,1.43214,0.58307,0.99629,0.00127092,0.00127092,0.00127092
242,2943.2,0.77559,0.9991,0.44851,0.85745,0.87121,0.86339,0.89493,0.73963,0.85584,0.84742,0.8779,0.61977,0.88706,1.38883,0.58849,0.99258,0.00126927,0.00126927,0.00126927
243,2955.56,0.7527,0.98953,0.44277,0.84901,0.91902,0.86536,0.90543,0.75025,0.90244,0.84788,0.88599,0.63629,0.89101,1.4066,0.58684,0.99355,0.00126762,0.00126762,0.00126762
244,2967.56,0.72311,0.96883,0.43477,0.84821,0.90341,0.87706,0.90474,0.75373,0.88603,0.85727,0.88482,0.64864,0.88077,1.39334,0.58613,0.98423,0.00126597,0.00126597,0.00126597
245,2979.77,0.69299,0.9449,0.41456,0.85126,0.91151,0.87443,0.90107,0.73673,0.89667,0.85837,0.88516,0.62807,0.87934,1.41781,0.57855,0.99632,0.00126432,0.00126432,0.00126432
246,2991.93,0.7434,0.96703,0.43354,0.8508,0.91331,0.87732,0.90536,0.75332,0.90029,0.86188,0.88887,0.62372,0.8931,1.43838,0.57537,1.00015,0.00126267,0.00126267,0.00126267
247,3003.9,0.73087,0.96839,0.43447,0.85111,0.92115,0.81683,0.89961,0.7511,0.90791,0.80231,0.88177,0.62963,0.88974,1.44746,0.58385,0.99331,0.00126102,0.00126102,0.00126102
248,3015.98,0.72051,0.95897,0.42881,0.84863,0.84931,0.88691,0.8974,0.7358,0.83411,0.86987,0.88017,0.61796,0.8931,1.43241,0.57975,1.00254,0.00125937,0.00125937,0.00125937
249,3027.99,0.70501,0.96229,0.41728,0.85006,0.92489,0.80939,0.89858,0.7343,0.91108,0.79539,0.8814,0.61693,0.8897,1.42806,0.5976,0.99953,0.00125772,0.00125772,0.00125772
250,3040.07,0.71208,0.96163,0.42266,0.84909,0.93911,0.79172,0.89108,0.72632,0.93085,0.77658,0.8776,0.614,0.88963,1.42821,0.57501,1.00206,0.00125607,0.00125607,0.00125607
251,3052.25,0.71361,0.95385,0.42774,0.84451,0.83668,0.89427,0.89119,0.71835,0.82009,0.87519,0.87347,0.58133,0.8819,1.41669,0.57418,0.99609,0.00125442,0.00125442,0.00125442
252,3064.19,0.71219,0.96558,0.43305,0.84621,0.8614,0.82143,0.86349,0.70166,0.84853,0.80776,0.84748,0.59933,0.89264,1.45651,0.60145,0.99393,0.00125277,0.00125277,0.00125277
253,3076.2,0.71701,0.95456,0.42582,0.84619,0.84672,0.83772,0.87104,0.70412,0.83183,0.82139,0.85456,0.58981,0.88003,1.42418,0.56754,0.99997,0.00125112,0.00125112,0.00125112
254,3088.48,0.74032,0.9734,0.42997,0.84373,0.7819,0.88912,0.87238,0.71199,0.76274,0.86845,0.85168,0.5875,0.89257,1.41458,0.57313,1.00041,0.00124947,0.00124947,0.00124947
255,3100.62,0.72762,0.95435,0.42544,0.84039,0.8335,0.82511,0.87908,0.726,0.81891,0.79864,0.86254,0.60794,0.89276,1.4287,0.56592,1.00546,0.00124782,0.00124782,0.00124782
256,3112.68,0.72064,0.98004,0.4278,0.84984,0.92556,0.86365,0.89911,0.7559,0.9104,0.84892,0.88161,0.6281,0.88263,1.40619,0.58695,0.99892,0.00124617,0.00124617,0.00124617
